id,item_id,item_name,item_name_en,equipment_type_id,job_override_mode,craft_level,equip_level,recipe_book,recipe_place,description,slot,slot_grid_type,slot_grid_cols,group_kind,group_id,group_name,materials_json,slot_grid_json,source_url,detail_url,effects_json,created_at,updated_at
118,tanken_21_2,どくばり,,3,add,12,21,暗殺武器の歴史,バザーのみきりさきピエロがドロップする,急所に当たると相手を即死させる一か八かの武器,短剣,短剣,1,weapon_single,武器鍛冶_どくばり,どくばり,"[{""count"": 1, ""item_id"": 633}, {""count"": 1, ""item_id"": 751}]","[[""80-82""], [""150-162""]]",https://draquex.com/buki/0-tanken.php,https://draquex.com/buki/tanken-21-2.php,"[""攻撃時2%で急所を突く"", ""敵にあたえるダメージが1になる""]","2026-03-12 07:35:51","2026-03-12 07:35:51"
119,tanken_14,アサシンダガー,,3,add,9,14,ナイス！ナイフ！,グレン城・武器鍛冶ギルドのレシピ屋30G,急所に当たると相手を即死させる暗殺者用の短剣,短剣,短剣,1,weapon_single,武器鍛冶_アサシンダガー,アサシンダガー,"[{""count"": 1, ""item_id"": 732}, {""count"": 1, ""item_id"": 698}]","[[""60-65""], [""100-110""]]",https://draquex.com/buki/0-tanken.php,https://draquex.com/buki/tanken-14-2.php,"[""攻撃時1%で急所を突く""]","2026-03-12 07:35:54","2026-03-12 07:35:54"
120,tanken_14_2,シーブスナイフ,,3,add,7,14,ナイス！ナイフ！,グレン城・武器鍛冶ギルドのレシピ屋30G,コロシアムで威力を発揮する戦闘用のナイフ,短剣,短剣,1,weapon_single,武器鍛冶_シーブスナイフ,シーブスナイフ,"[{""count"": 3, ""item_id"": 732}, {""count"": 1, ""item_id"": 749}]","[[""90-100""], [""50-58""]]",https://draquex.com/buki/0-tanken.php,https://draquex.com/buki/tanken-14-1.php,"[""試合時のみダメージ+5%""]","2026-03-12 07:35:56","2026-03-12 07:35:56"
121,tanken_7,どくがのナイフ,,3,add,5,7,ナイス！ナイフ！,グレン城・武器鍛冶ギルドのレシピ屋30G,斬りつけた相手をたまにマヒさせるあやしいナイフ,短剣,短剣,1,weapon_single,武器鍛冶_どくがのナイフ,どくがのナイフ,"[{""count"": 1, ""item_id"": 749}, {""count"": 1, ""item_id"": 751}]","[[""50-54""], [""70-88""]]",https://draquex.com/buki/0-tanken.php,https://draquex.com/buki/tanken-7-2.php,"[""攻撃時3%でマヒ""]","2026-03-12 07:35:58","2026-03-12 07:35:58"
122,tanken_7_2,聖なるナイフ,,1,inherit,3,7,ナイス！ナイフ！,グレン城・武器鍛冶ギルドのレシピ屋30G,ゾンビ系に強い聖なるチカラを宿したナイフ,片手剣,片手剣,1,weapon_single,武器鍛冶_聖なるナイフ,聖なるナイフ,"[{""count"": 1, ""item_id"": 749}, {""count"": 1, ""item_id"": 627}]","[[""60-72""], [""40-56""]]",https://draquex.com/buki/0-tanken.php,https://draquex.com/buki/tanken-7-1.php,"[""ゾンビ系にダメージ+10%""]","2026-03-12 07:36:00","2026-03-12 07:36:00"
123,tanken_1,ブロンズナイフ,,3,add,1,1,はじめての武器鍛冶,グレン城・武器鍛冶ギルドのレシピ屋10G,銅で作られた小さなナイフ,短剣,短剣,1,weapon_single,武器鍛冶_ブロンズナイフ,ブロンズナイフ,"[{""count"": 1, ""item_id"": 749}]","[[""40-56""], [""40-56""]]",https://draquex.com/buki/0-tanken.php,https://draquex.com/buki/tanken-1-1.php,"[""-""]","2026-03-12 07:36:02","2026-03-12 07:36:02"
124,yari_132,ミカヅチのやり,,4,add,75,132,カミナリさまの民話集,はじまりの地のレシピ屋クツツ1000000G,"特技ダメージ増え 敵の攻撃も よく防ぐやり",ヤリ,ヤリ,1,weapon_single,武器鍛冶_ミカヅチのやり,ミカヅチのやり,"[{""count"": 30, ""item_id"": 705}, {""count"": 4, ""item_id"": 862}, {""count"": 20, ""item_id"": 819}, {""count"": 2, ""item_id"": 582}, {""count"": 9, ""item_id"": 729}]","[[""500-510""], [""220-229""], [""150-158""], [""340-350""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-132-1.php,"[""特技のダメージ+25"", ""武器ガード率+4.0%""]","2026-03-12 07:36:07","2026-03-12 07:36:07"
125,yari_130,クロワランス,,4,add,75,130,レシピ入手方法,神都フォーリオンのレシピ屋1000000G,"特技の射程が伸び スカラとピオラも 期待できるやり",ヤリ,ヤリ,1,weapon_single,武器鍛冶_クロワランス,クロワランス,"[{""count"": 30, ""item_id"": 705}, {""count"": 3, ""item_id"": 550}, {""count"": 10, ""item_id"": 230}, {""count"": 30, ""item_id"": 819}, {""count"": 8, ""item_id"": 729}]","[[""290-300""], [""140-148""], [""370-380""], [""180-188""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-130-1.php,"[""攻撃系の特技の射程距離+1m"", ""行動時5%でスカラとピオラ""]","2026-03-12 07:36:09","2026-03-12 07:36:09"
126,yari_128,ボーライドスピアー,,4,add,65,128,レシピ入手方法,神都フォーリオンのレシピ屋1000000G,"会心の一撃の 威力と確率が 強化されるやり",ヤリ,ヤリ,1,weapon_single,不明_ボーライドスピアー,ボーライドスピアー,"[{""count"": 30, ""item_id"": 705}, {""count"": 10, ""item_id"": 754}, {""count"": 10, ""item_id"": 834}, {""count"": 16, ""item_id"": 835}, {""count"": 1, ""item_id"": 729}]","[[""250-259""], [""490-499""], [""216-225""], [""441-450""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-128-1.php,"[""かいしん率+3.0%"", ""会心時魔物にダメージ+100""]","2026-03-12 07:36:12","2026-03-12 07:36:12"
127,yari_125,カプリコルランス,,4,add,75,125,星座の導き・やぎ座,神都フォーリオンのレシピ屋1000000G,"行動時たまに バイシオンが 発動するやり",ヤリ,ヤリ,,weapon_single,武器鍛冶_カプリコルランス,カプリコルランス,"[{""count"": 30, ""item_id"": 705}, {""count"": 3, ""item_id"": 730}, {""count"": 20, ""item_id"": 787}, {""count"": 1, ""item_id"": 582}, {""count"": 8, ""item_id"": 729}]","[[""446-455""], [""258-266""], [""208-216""], [""312-321""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-125-1.php,"[""行動時10%でバイシオン"", ""行動時10%でチャージ時間-10秒""]","2026-03-12 07:36:14","2026-03-12 07:36:14"
128,yari_120,セーラスランス,,4,add,70,120,神光放つ槍の書,神都フォーリオンのレシピ屋1000000G,"特技ダメージ増え 敵の攻撃も よく防ぐやり",ヤリ,ヤリ,,weapon_single,武器鍛冶_セラスランス,セーラスランス,"[{""count"": 30, ""item_id"": 799}, {""count"": 5, ""item_id"": 693}, {""count"": 5, ""item_id"": 747}, {""count"": 1, ""item_id"": 582}, {""count"": 8, ""item_id"": 729}]","[[""405-415""], [""200-208""], [""170-178""], [""285-295""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-120-1.php,"[""特技のダメージ+20"", ""武器ガード率+4.0%""]","2026-03-12 07:36:16","2026-03-12 07:36:16"
129,yari_118,不死鳥のやり,,4,add,70,118,よみがえる不死鳥,神都フォーリオンのレシピ屋1000000G,"行動時たまに バイシオンが発動 神鳥のやり",ヤリ,ヤリ,1,weapon_single,武器鍛冶_不死鳥のやり,不死鳥のやり,"[{""count"": 30, ""item_id"": 799}, {""count"": 3, ""item_id"": 616}, {""count"": 3, ""item_id"": 564}, {""count"": 30, ""item_id"": 702}, {""count"": 7, ""item_id"": 729}]","[[""300-310""], [""170-178""], [""170-178""], [""250-260""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-118-1.php,"[""鳥系にダメージ+15%"", ""行動時10%でバイシオン""]","2026-03-12 07:36:18","2026-03-12 07:36:18"
130,yari_115,輝天のやり,,4,add,65,115,雷強化のやり,砂の都ファラザードのレシピ屋1000000G,破壊力が強化され雷の攻撃の威力が特に上がるやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_輝天のやり,輝天のやり,"[{""count"": 30, ""item_id"": 799}, {""count"": 3, ""item_id"": 687}, {""count"": 10, ""item_id"": 554}, {""count"": 5, ""item_id"": 543}, {""count"": 6, ""item_id"": 729}]","[[""230-240""], [""400-410""], [""190-199""], [""200-208""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-115-1.php,"[""雷の攻撃ダメージ+6.0%"", ""全ての攻撃ダメージ+3.0%""]","2026-03-12 07:36:20","2026-03-12 07:36:20"
131,yari_110,クアドラピアー,,4,add,65,110,しっかり切れる四枚刃,砂の都ファラザードのレシピ屋50000G,行動時間を短縮し会心率も上げる四枚刃のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_クアドラピア,クアドラピアー,"[{""count"": 5, ""item_id"": 741}, {""count"": 1, ""item_id"": 759}, {""count"": 1, ""item_id"": 838}, {""count"": 5, ""item_id"": 881}, {""count"": 5, ""item_id"": 865}]","[[""444-454""], [""210-220""], [""210-220""], [""240-248""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-110-1.php,"[""かいしん率+3.0%"", ""コマンド間隔-0.5秒""]","2026-03-12 07:36:23","2026-03-12 07:36:23"
132,yari_108,オウマガトキ,,4,add,65,108,逢魔が時の魔物,王都キィンベルのレシピ屋50000G,行動時たまにバイシオンが発動するやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_オウマガトキ,オウマガトキ,"[{""count"": 5, ""item_id"": 741}, {""count"": 1, ""item_id"": 862}, {""count"": 5, ""item_id"": 754}, {""count"": 10, ""item_id"": 595}, {""count"": 5, ""item_id"": 865}]","[[""350-358""], [""170-180""], [""170-180""], [""290-300""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-108-1.php,"[""行動時10%でバイシオン"", ""行動時10%でチャージ時間-10秒""]","2026-03-12 07:36:25","2026-03-12 07:36:25"
133,yari_105,デンジャーランス,,4,add,60,105,危険と隣り合わせのヤリ,王都キィンベルのレシピ屋50000G,特技で与えるダメージが上がり攻撃を防ぐやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_デンジャランス,デンジャーランス,"[{""count"": 5, ""item_id"": 741}, {""count"": 1, ""item_id"": 644}, {""count"": 5, ""item_id"": 648}, {""count"": 10, ""item_id"": 595}, {""count"": 5, ""item_id"": 865}]","[[""374-384""], [""180-190""], [""180-190""], [""310-318 ""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-105-1.php,"[""特技のダメージ＋15"", ""武器ガード率+4.0%""]","2026-03-12 07:36:28","2026-03-12 07:36:28"
134,yari_100,星石のハルバード,,4,add,45,100,星石に隠された秘密,王都キィンベルのレシピ屋40000G,行動時間を短縮し聖女の守りがかかりやすいやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_星石のハルバド,星石のハルバード,"[{""count"": 10, ""item_id"": 543}, {""count"": 2, ""item_id"": 711}, {""count"": 1, ""item_id"": 582}, {""count"": 30, ""item_id"": 821}, {""count"": 5, ""item_id"": 865}]","[[""280-288""], [""280-290""], [""214-224""], [""260-270""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-100-1.php,"[""コマンド間隔－0.5秒"", ""開戦時50%で聖女の守り""]","2026-03-12 07:36:31","2026-03-12 07:36:31"
135,yari_99,神域のやり,,4,add,44,99,ゴッドライクな槍作成,聖都エジャルナのレシピ屋40000G,聖女の守りがまれに発動し攻撃も防ぐやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_神域のやり,神域のやり,"[{""count"": 5, ""item_id"": 543}, {""count"": 1, ""item_id"": 703}, {""count"": 30, ""item_id"": 816}, {""count"": 20, ""item_id"": 531}, {""count"": 5, ""item_id"": 865}]","[[""260-272""], [""316-328""], [""229-237""], [""161-167""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-99-1.php,"[""武器ガード率＋4.0%"", ""行動時3%で聖女の守り""]","2026-03-12 07:36:33","2026-03-12 07:36:33"
136,yari_96,轟雷のやり,,4,add,43,96,轟雷の兵法書,聖都エジャルナのレシピ屋40000G,敵に猛威をふるい雷の魔力を宿す異形のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_轟雷のやり,轟雷のやり,"[{""count"": 5, ""item_id"": 543}, {""count"": 10, ""item_id"": 554}, {""count"": 30, ""item_id"": 535}, {""count"": 30, ""item_id"": 749}, {""count"": 5, ""item_id"": 865}]","[[""260-272""], [""318-330""], [""229-237""], [""161-167""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-96-1.php,"[""雷の攻撃ダメージ＋5.0%"", ""全ての攻撃ダメージ+3.0%""]","2026-03-12 07:36:35","2026-03-12 07:36:35"
137,yari_93,ガブリエルのやり,,4,add,42,93,天界のあるきかた,聖都エジャルナのレシピ屋30000G,天使の守護を受け光の魔力で敵を滅ぼすやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_ガブリエルのやり,ガブリエルのやり,"[{""count"": 5, ""item_id"": 759}, {""count"": 5, ""item_id"": 735}, {""count"": 10, ""item_id"": 784}, {""count"": 1, ""item_id"": 582}, {""count"": 1, ""item_id"": 865}]","[[""244-252""], [""320-332""], [""200-206""], [""160-172""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-93-1.php,"[""光属性攻撃"", ""武器ガード率+4.0%""]","2026-03-12 07:36:37","2026-03-12 07:36:37"
138,yari_90,タワーランス,,4,add,41,90,タワーランスガイダンス,聖都エジャルナのレシピ屋30000G,チャージ時間が時々短縮されるそびえ立つやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_タワランス,タワーランス,"[{""count"": 5, ""item_id"": 759}, {""count"": 30, ""item_id"": 821}, {""count"": 30, ""item_id"": 840}, {""count"": 10, ""item_id"": 838}, {""count"": 5, ""item_id"": 865}]","[[""170-176""], [""235-247""], [""235-247""], [""200-208""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-90-1.php,"[""開戦時3%で必殺チャージ"", ""攻撃時10.0%でチャージ時間-10秒""]","2026-03-12 07:36:39","2026-03-12 07:36:39"
139,yari_85,大鳳のやり,,4,add,40,85,大鳳の羽ばたき,真グランゼドーラ王国のレシピ屋30000G,相手の盾ガードを完全無効化する巨鳥のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_大鳳のやり,大鳳のやり,"[{""count"": 3, ""item_id"": 759}, {""count"": 30, ""item_id"": 664}, {""count"": 1, ""item_id"": 611}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""173-179""], [""193-201""], [""220-232""], [""250-262""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-85-1.php,"[""盾ガード完全無効"", ""武器ガード率+4.0%""]","2026-03-12 07:36:41","2026-03-12 07:36:41"
140,yari_80,アテナの聖槍,,4,add,39,80,アテナの系譜,真グランゼドーラ王国のレシピ屋20000G,使い手を守護し聖なる守りを施す戦女神のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_アテナの聖槍,アテナの聖槍,"[{""count"": 15, ""item_id"": 838}, {""count"": 20, ""item_id"": 784}, {""count"": 5, ""item_id"": 702}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 865}]","[[""160-172""], [""190-202""], [""209-217""], [""181-187""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-80-2.php,"[""武器ガード率+4.0%"", ""開戦時5%で聖女の守り""]","2026-03-12 07:36:45","2026-03-12 07:36:45"
141,yari_80_2,ブラッドスピアー,,4,add,38,80,ブラッドヒストリー,真グランゼドーラ王国のレシピ屋20000G,開戦時時々バイシオンが発動する魔槍,ヤリ,ヤリ,1,weapon_single,武器鍛冶_ブラッドスピア,ブラッドスピアー,"[{""count"": 15, ""item_id"": 838}, {""count"": 5, ""item_id"": 867}, {""count"": 10, ""item_id"": 536}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 865}]","[[""207-215""], [""240-252""], [""160-172""], [""185-191""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-80-1.php,"[""開戦時20%でバイシオン"", ""攻撃時4%でルカニ""]","2026-03-12 07:36:47","2026-03-12 07:36:47"
142,yari_75,セラフィムのやり,,4,add,37,75,セラフィムの歌,真グランゼドーラ王国のレシピ屋20000G,たまに開戦時天使の守りを授かる神聖なやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_セラフィムのやり,セラフィムのやり,"[{""count"": 10, ""item_id"": 838}, {""count"": 3, ""item_id"": 735}, {""count"": 3, ""item_id"": 702}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 865}]","[[""240-252""], [""160-172""], [""125-133""], [""175-181""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-75-1.php,"[""武器ガード率+4.0%"", ""開戦時5%天使の守り""]","2026-03-12 07:36:51","2026-03-12 07:36:51"
143,yari_70,聖王のやり,,4,add,36,70,聖王のやりの壁画,偽グランゼドーラ王国のレシピ屋20000G,武器ガードが出やすくなる獣系に強い聖槍,ヤリ,ヤリ,1,weapon_single,武器鍛冶_聖王のやり,聖王のやり,"[{""count"": 1, ""item_id"": 648}, {""name"": ""黄金の飾りやり"", ""count"": 1, ""item_id"": null}, {""count"": 3, ""item_id"": 835}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""190-202""], [""220-232""], [""130-138""], [""160-166""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-70-1.php,"[""獣系にダメージ+10%"", ""武器ガード率+4.0%""]","2026-03-12 07:36:53","2026-03-12 07:36:53"
144,yari_65,きしんのまそう,,4,add,35,65,きしんのまそうの本,グレン城・武器鍛冶ギルドのレシピ屋10000G,どんな硬い盾をもさしつらぬく悪鬼も恐れるやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_きしんのまそう,きしんのまそう,"[{""count"": 10, ""item_id"": 594}, {""count"": 1, ""item_id"": 753}, {""count"": 5, ""item_id"": 791}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 865}]","[[""240-252""], [""190-198""], [""150-156""], [""100-112""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-65-1.php,"[""盾ガード完全無効""]","2026-03-12 07:36:55","2026-03-12 07:36:55"
145,yari_60,メタスラのやり,,4,add,33,60,メタスラのやりのレシピ,グレン城・武器鍛冶ギルドのレシピ屋10000G,メタル系に強くスライム系の敵を魅了するやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_メタスラのやり,メタスラのやり,"[{""count"": 15, ""item_id"": 784}, {""count"": 30, ""item_id"": 845}, {""count"": 1, ""item_id"": 856}, {""count"": 1, ""item_id"": 865}]","[[""120-130""], [""170-185""], [""190-198""], [""150-155""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-60-1.php,"[""メタル系に+1ダメージ"", ""スライム系を攻撃時3%で魅了""]","2026-03-12 07:36:57","2026-03-12 07:36:57"
146,yari_60_2,聖騎士のやり,,4,add,34,60,聖騎士のやりの書,グレン城・武器鍛冶ギルドのレシピ屋10000G,ゾンビ系や悪魔系に強い荘厳なやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_聖騎士のやり,聖騎士のやり,"[{""count"": 3, ""item_id"": 703}, {""count"": 2, ""item_id"": 702}, {""count"": 1, ""item_id"": 639}, {""count"": 12, ""item_id"": 865}]","[[""220-230""], [""160-166""], [""144-156""], [""180-190""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-60-2.php,"[""ゾンビ系にダメージ+7%"", ""悪魔系にダメージ+7%""]","2026-03-12 07:36:58","2026-03-12 07:36:58"
147,yari_50,オセアノススピア,,4,add,30,50,オセアノスの祈り,グレン城・武器鍛冶ギルドのレシピ屋10000G,海神のチカラで水系の魔物を魅了するやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_オセアノススピア,オセアノススピア,"[{""count"": 10, ""item_id"": 816}, {""count"": 30, ""item_id"": 535}, {""count"": 1, ""item_id"": 782}, {""count"": 10, ""item_id"": 865}]","[[""160-170""], [""140-150""], [""100-108""], [""70-82""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-50-1.php,"[""水系を攻撃時3%で魅了""]","2026-03-12 07:37:00","2026-03-12 07:37:00"
148,yari_50_2,えいゆうのやり,,4,add,31,50,えいゆうのやりの物語,グレン城・武器鍛冶ギルドのレシピ屋10000G,攻撃すると同時に自分も回復する壮麗なるやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_えいゆうのやり,えいゆうのやり,"[{""count"": 12, ""item_id"": 816}, {""count"": 2, ""item_id"": 702}, {""count"": 1, ""item_id"": 880}, {""count"": 10, ""item_id"": 865}]","[[""120-126""], [""160-170""], [""180-194""], [""100-108""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-50-2.php,"[""攻撃ダメージの6.0%HPが回復""]","2026-03-12 07:37:03","2026-03-12 07:37:03"
149,yari_42,プラチナのやり,,4,add,25,42,プラチナのやりの本,ヴェリナード城2階B-3王立調査団詰所の本棚,コロシアムで威力を発揮するプラチナ製のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_プラチナのやり,プラチナのやり,"[{""count"": 4, ""item_id"": 816}, {""count"": 5, ""item_id"": 633}, {""count"": 1, ""item_id"": 531}, {""count"": 4, ""item_id"": 865}]","[[""130-136""], [""110-120""], [""60-74""], [""90-98""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-42-1.php,"[""試合時のみダメージ+15%""]","2026-03-12 07:37:05","2026-03-12 07:37:05"
150,yari_42_2,らいじんのやり,,4,add,27,42,らいじんのやりの作り方,グレン城・武器鍛冶ギルドのレシピ屋3000G,雷のちからを宿しすばやさも高める猛々しいやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_らいじんのやり,らいじんのやり,"[{""count"": 6, ""item_id"": 816}, {""count"": 1, ""item_id"": 554}, {""count"": 1, ""item_id"": 781}, {""count"": 6, ""item_id"": 865}]","[[""110-118""], [""170-180""], [""50-58""], [""80-94""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-42-2.php,"[""雷属性攻撃""]","2026-03-12 07:37:07","2026-03-12 07:37:07"
151,yari_42_3,デーモンスピア,,4,add,29,42,デーモンスピアの作り方,メギストリスの都のレシピ屋10000G,急所に当たれば一撃で命を奪う恐ろしいやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_デモンスピア,デーモンスピア,"[{""count"": 8, ""item_id"": 816}, {""count"": 1, ""item_id"": 549}, {""count"": 1, ""item_id"": 810}, {""count"": 8, ""item_id"": 865}]","[[""100-108""], [""140-148""], [""75-92""], [""125-132""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-42-3.php,"[""攻撃時2%で急所を突く""]","2026-03-12 07:37:10","2026-03-12 07:37:10"
152,yari_35,パルチザン,,4,add,17,35,パルチザンとわたし,グレン城下町C-6民家の本棚,ほさきの左右に刃を付けた大型のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_パルチザン,パルチザン,"[{""count"": 1, ""item_id"": 633}, {""count"": 1, ""item_id"": 675}, {""count"": 1, ""item_id"": 698}]","[[""70-78""], [""80-92""], [""100-106""], [""50-64""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-35-1.php,"[""-""]","2026-03-12 07:37:12","2026-03-12 07:37:12"
153,yari_35_2,さじんのやり,,4,add,20,35,さじんのやりのレシピ,バザーのみグレイトライドンがドロップする,土のチカラを宿し戦闘中に使うと敵を幻惑するやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_さじんのやり,さじんのやり,"[{""count"": 1, ""item_id"": 633}, {""count"": 1, ""item_id"": 845}, {""count"": 1, ""item_id"": 767}]","[[""60-66""], [""100-108""], [""100-114""], [""70-78""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-35-2.php,"[""土属性攻撃"", ""戦いで使うと敵を幻惑させる""]","2026-03-12 07:37:14","2026-03-12 07:37:14"
154,yari_35_3,グラコスのやり,,4,add,23,35,グラコスの日記,バザーのみずしおうまるがドロップする,水系の魔物をまれに魅了する海の魔神のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_グラコスのやり,グラコスのやり,"[{""count"": 1, ""item_id"": 633}, {""count"": 1, ""item_id"": 667}, {""count"": 1, ""item_id"": 717}]","[[""130-136""], [""70-85""], [""100-108""], [""60-70""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-35-3.php,"[""水系を攻撃時2%で魅了""]","2026-03-12 07:37:16","2026-03-12 07:37:16"
155,yari_28,いなずまのやり,,4,add,16,28,いなずまのやりのレシピ,バザーのみブルサベージがドロップする,雷のチカラを宿しすばやさも高める魔法のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_いなずまのやり,いなずまのやり,"[{""count"": 1, ""item_id"": 633}, {""count"": 1, ""item_id"": 749}, {""count"": 1, ""item_id"": 698}]","[[""100-108""], [""40-50""], [""50-64""], [""80-88""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-28-2.php,"[""雷属性攻撃""]","2026-03-12 07:37:18","2026-03-12 07:37:18"
156,yari_28_2,はがねのやり,,4,add,14,28,ヤリがいのある槍作り,グレン城・武器鍛冶ギルドのレシピ屋30G,コロシアムで威力を発揮するはがね製のやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_はがねのやり,はがねのやり,"[{""count"": 1, ""item_id"": 633}, {""count"": 1, ""item_id"": 749}, {""count"": 1, ""item_id"": 810}]","[[""40-48""], [""80-90""], [""70-86""], [""50-55""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-28-1.php,"[""試合時のみダメージ+10%""]","2026-03-12 07:37:21","2026-03-12 07:37:21"
157,yari_21,ホーリーランス,,4,add,10,21,ヤリがいのある槍作り,グレン城・武器鍛冶ギルドのレシピ屋30G,ゾンビ系に強い聖なるチカラが秘められたやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_ホーリーランス,ホーリーランス,"[{""count"": 3, ""item_id"": 732}, {""count"": 1, ""item_id"": 627}]","[[""60-70""], [""40-48""], [""30-40""], [""50-68""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-21-1.php,"[""ゾンビ系にダメージ+10%""]","2026-03-12 07:37:24","2026-03-12 07:37:24"
158,yari_21_2,バトルフォーク,,4,add,12,21,バトルフォークの本,バザーのみからくりしょうぐんがドロップする,会心の一撃が出やすくなる三つまたのやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_バトルフォク,バトルフォーク,"[{""count"": 1, ""item_id"": 732}, {""count"": 1, ""item_id"": 670}]","[[""70-75""], [""60-68""], [""50-56""], [""30-40""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-21-2.php,"[""かいしん率+1.0%""]","2026-03-12 07:37:26","2026-03-12 07:37:26"
159,yari_14,近衛兵のやり,,4,add,9,14,ヤリがいのある槍作り,グレン城・武器鍛冶ギルドのレシピ屋30G,お城を警備する近衛兵が使うかっこいいやり,ヤリ,ヤリ,1,weapon_single,武器鍛冶_近衛兵のやり,近衛兵のやり,"[{""count"": 1, ""item_id"": 732}, {""count"": 1, ""item_id"": 694}]","[[""50-58""], [""60-72""], [""25-35""], [""25-35""]]",https://draquex.com/buki/0-yari.php,https://draquex.com/buki/yari-14-2.php,"[""-""]","2026-03-12 07:37:29","2026-03-12 07:37:29"
