monster_name,list_page,monster_url,section,map_name,note,version,spawn_time,spawn_count,symbol_count,matched_recommend_keywords,has_recommend_keyword,matched_negative_keywords,has_negative_keyword,selection_reason
イエローシックル,8,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A4%E3%82%A8%E3%83%AD%E3%83%BC%E3%82%B7%E3%83%83%E3%82%AF%E3%83%AB,フィールド,ウルベア地下遺跡,地域限定モンスター。地下2階東側では通路上は1匹、開けた所では1～2匹でどくどくゾンビと混成。西側では1～3体出現する。,5.4,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
イエローファット,36,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A4%E3%82%A8%E3%83%AD%E3%83%BC%E3%83%95%E3%82%A1%E3%83%83%E3%83%88,フィールド,自然遺産保護区,南西エリアに2シンボル。1匹構成。C5とB6の南部か。再湧きには一分ほどかかる。,4.4,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
インキュバス,11,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A4%E3%83%B3%E3%82%AD%E3%83%A5%E3%83%90%E3%82%B9,フィールド,トガス岩道,最奥部に4シンボル即湧き。1匹構成でたまねぎマンがつく。時間に関係なくいるのでおすすめ。,5.4,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
インフェルノ,33,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A7%E3%83%AB%E3%83%8E,フィールド,神墟ナドラグラム,南部の都市部分にいる。E-7あたりにいるシンボルは1匹構成だが、それ以外は1～2匹構成。,3.5,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
イーグルデビル,21,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A4%E3%83%BC%E3%82%B0%E3%83%AB%E3%83%87%E3%83%93%E3%83%AB,フィールド,迅雷の丘,2～4匹構成。C～D-5の屋外にいるが、C-5のほうがシンボルが多くおすすめ。,3.5,normal,2～4,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
イーブルフライ,12,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A4%E3%83%BC%E3%83%96%E3%83%AB%E3%83%95%E3%83%A9%E3%82%A4,フィールド,真のレビュール街道南,シンボルも多くオススメ。シールドオーガがやたらとくっついてくる。 逆にシールドオーガやダーティラビッツにくっつきもするのでそちらを先にやったほうがいいかもしれない。 ごくまれに4匹構成あり。,2.4,normal,4,,オススメ,True,,False,selected_clean_note_with_recommend_keyword
ウィッチネイル,13,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%82%A3%E3%83%83%E3%83%81%E3%83%8D%E3%82%A4%E3%83%AB,フィールド,呪われた大地,おすすめ。マップ全域に点在する毒の沼地の中にいる。1～2匹構成。1ヶ所で狩っていると枯れるので移動しながら。毒沼のダメージは少ないが、気になる場合はトラマナミストで無効化できる。,5.4,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ウィングデビル,23,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%87%E3%83%93%E3%83%AB,フィールド,ブーナー熱帯雨林,No.234(メギストリス外伝3話)クエ対象。 1.5から北部全域に多数出現するようになったため数を稼ぐのは容易になった。,1.5,normal,多数,,,False,,False,selected_clean_note_without_recommend_keyword
ウイングタイガー,21,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%82%A4%E3%83%B3%E3%82%B0%E3%82%BF%E3%82%A4%E3%82%AC%E3%83%BC,フィールド,ヴァース大山林,強敵エリア全体にいて、南東部が特に多い。1匹構成しかないが、場所によってはボストロールが絡むので、それを望まない場合はボストロールがいないエリアでやつざきアニマルを探しながらもおすすめ。なお、同じ場所でずっと狩っていると涸れるので注意。,1.5,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ウコバック,27,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%82%B3%E3%83%90%E3%83%83%E3%82%AF,フィールド,フェザリアス山,第一層～第二層の熔岩トンネル前までの場所に大量のシンボル。3匹固定なのでまものつかいがいなくても問題ないだろう。ただし、一箇所で狩っていると涸れるのと、グーシオンのリンクに注意。結晶作成している人が多いので、狩りに行く時間は考えよう。,3.1,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
ウッディアイ,9,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%83%83%E3%83%87%E3%82%A3%E3%82%A2%E3%82%A4,フィールド,風車の丘,非強敵エリアの川の外周側の木の付近では1～2匹構成でベロニャーゴが混成する。 G-7ではベロニャーゴがくっつかない。ウドラーの再ポップ待ちに狩れる。,1.3,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
ウドラー,18,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%83%89%E3%83%A9%E3%83%BC,フィールド,風車の丘,即湧きは潰されたが、井戸での鯖変えは健在。しかし、レベル75開放クエのために井戸へ足を運ぶ人が増えたのでここで狩るのは今はもうやめたほうがいい。,1.5,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
ウパソルジャー,46,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%83%91%E3%82%BD%E3%83%AB%E3%82%B8%E3%83%A3%E3%83%BC,フィールド,レストリア平野,はじまりの地～峠のほこら辺りまで広く生息。 マップ中央E-5の池周辺に密集しており3匹確定でおすすめ。 他に、はじまりの地より東は1～2匹、それ以外は2～3匹構成。,7.0,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ウールギズモ,53,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A6%E3%83%BC%E3%83%AB%E3%82%AE%E3%82%BA%E3%83%A2,フィールド,グレン領西,複数出現もあるがシンボル十分。,6.4,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
エビルソーサラー,25,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%93%E3%83%AB%E3%82%BD%E3%83%BC%E3%82%B5%E3%83%A9%E3%83%BC,フィールド,真のローヌ樹林帯,黄葉商店からトンネルまでの区画にいる。1匹湧きな上にパペットマンが2匹までくっつくのでなかなか討伐数が伸びない。パペットマンのシンボルにもくっついてくる。,2.4,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
エビルチクリン,12,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%93%E3%83%AB%E3%83%81%E3%82%AF%E3%83%AA%E3%83%B3,フィールド,モリナラ大森林,地域限定モンスター。北部にいる。1～2匹構成でげんじかぶとが混成する。,5.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
エビルトレント,28,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%93%E3%83%AB%E3%83%88%E3%83%AC%E3%83%B3%E3%83%88,フィールド,天ツ風の原,C4～D4の神獣の森周辺にシンボルそこそこ。2～3匹構成なのでおすすめ。,3.5,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
エビルホーク,11,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%93%E3%83%AB%E3%83%9B%E3%83%BC%E3%82%AF,フィールド,モリナラ大森林,神話の遺跡周辺に4シンボル、北部にも少数。1匹構成。 湧き範囲は狭いが、木が邪魔なのが難点。遺跡にルーラ地点ができたのでアクセスは良くなった。,7.3,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
エメラルドーン,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%A1%E3%83%A9%E3%83%AB%E3%83%89%E3%83%BC%E3%83%B3,フィールド,真のジャイラ密林,D以東の開けた場所に分布。見つけるのには苦労しない。シーザーレインボーと生息域が被るので絡みやすい。堅いし強いので十分な準備を。,3.5,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
エリミネーター,27,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%AA%E3%83%9F%E3%83%8D%E3%83%BC%E3%82%BF%E3%83%BC,フィールド,古レビュール街道北,D6～E6の高台に多くのシンボル。1～2匹構成。調律クエストで狩るならD6の高台から上ったところがおすすめ。,4.1,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
エルダードラゴン,27,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%AB%E3%83%80%E3%83%BC%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3,フィールド,真のリャナ荒涼地帯,No.318(真セレド4話)クエ対象。おすすめ。真のセレドット山道から滝を臨む集落周辺にかけて分布。シンボル数は多く、1～2匹構成。同じところで狩り続けると涸れる。,2.1,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
エルダーフレイム,29,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%AB%E3%83%80%E3%83%BC%E3%83%95%E3%83%AC%E3%82%A4%E3%83%A0,フィールド,フェザリアス山,第2層から、主に火を噴出している大きい柱の壁際の部分に出現する。1～2匹構成。第4層までずっといるので、混んでいるようならば上層に行こう。,3.1,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
エンゼルアーマー,55,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%B3%E3%82%BC%E3%83%AB%E3%82%A2%E3%83%BC%E3%83%9E%E3%83%BC,フィールド,業炎の聖塔,生息地が比較的狭い空間なので、地形的にも多少見づらく他のモンスターのシンボルが邪魔とはいえ転生には現状では最適かもしれない。なお、一応分散も可能。,3.2,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
エンタシスマン,20,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%B3%E3%82%BF%E3%82%B7%E3%82%B9%E3%83%9E%E3%83%B3,フィールド,偽レビュール街道南,遺跡地帯にそこそこのシンボルあり。1匹構成。だいまじんが絡んでくるので注意。,2.0,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
エンタシスマン・強,43,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%B3%E3%82%BF%E3%82%B7%E3%82%B9%E3%83%9E%E3%83%B3%E3%83%BB%E5%BC%B7,フィールド,封神の参道,地下3階～5階にシンボル大量。2匹構成。,5.5,normal,2,,,False,,False,selected_clean_note_without_recommend_keyword
エンペラーレグホン,48,https://dq100buster.wiki.fc2.com/wiki/%E3%82%A8%E3%83%B3%E3%83%9A%E3%83%A9%E3%83%BC%E3%83%AC%E3%82%B0%E3%83%9B%E3%83%B3,フィールド,神具解放の審問宮３,東の島の東側～南端までシンボル多数。多くは1～2匹構成だが南端は1匹構成。即湧き。,6.5前,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
オニオーン,2,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%8B%E3%82%AA%E3%83%BC%E3%83%B3,フィールド,ロンダの氷穴,1階入口付近に大量。1～2匹構成。地域限定&転生持ちのキラースコップにもつくので、ついでに狩るのも良い。,5.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
オベルジーヌ,38,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%99%E3%83%AB%E3%82%B8%E3%83%BC%E3%83%8C,フィールド,豊穣の密林,C6の高台にシンボル多数。2～3匹構成。ノータイムで打ってくる投げキッスに注意。,6.0,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
オリエンタシス,55,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%AA%E3%82%A8%E3%83%B3%E3%82%BF%E3%82%B7%E3%82%B9,フィールド,偽レビュール街道南,それなりにアクセスがよく、エンタシスマンが一体湧きで、シンボルも多いのでここが楽。ただしだいまじんにリンクされないようにすること。なお、湧き時間は早くはないので分散狩りすると涸れる。,3.0,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
オルフェウス,40,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%AB%E3%83%95%E3%82%A7%E3%82%A6%E3%82%B9,フィールド,試みの荒野,北部の道なりに広く生息。2～3匹構成。 北端D-2の道が細くなった辺りが他シンボルがおらずおすすめ。,7.4,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
オーガキング,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%BC%E3%82%AC%E3%82%AD%E3%83%B3%E3%82%B0,フィールド,偽りのデフェル荒野,生息地はばらけているが、シンボルは多い。ダーティラビッツのお供で出ることも。砂漠地帯のものは夜になるとナイトキャットと入れ替わるように居なくなるので注意。また、こちらはミイラ男がくっついてくる。,2.0,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
オーク,10,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%BC%E3%82%AF,フィールド,偽りの名もなき草原,おすすめ。一匹構成ではあるものの、シンボルの密度がよい。,2.2,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
オークィーン,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%BC%E3%82%AF%E3%82%A3%E3%83%BC%E3%83%B3,フィールド,カーレルの氷雪洞,地底湖に結構な数のシンボル。2～3匹構成。最深部あたりではマッドルーパーがくっついてくる。こいつだけと戦うならば中央の湖面に近い部分がおすすめ。,3.2,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
オークキング,18,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%BC%E3%82%AF%E3%82%AD%E3%83%B3%E3%82%B0,フィールド,エピステーサ丘陵,西半分にまばらに生息。D-5､D-7､E-7あたりは比較的シンボルが多い。アカイライが多数邪魔してくるのが難点。,1.5,normal,多数,,,False,,False,selected_clean_note_without_recommend_keyword
オーク・強,39,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%BC%E3%82%AF%E3%83%BB%E5%BC%B7,フィールド,ゲルヘナ幻野,大審門付近やネクロデア入口に生息する。前者は1～3匹構成でシンボル潤沢、ねこまどう・強が混成する。後者はシンボル自体はあまり多くなく、2～3匹構成でバブルスライム・強がつく。また、バルディア関所近くのもみじこぞう・強にもつく。,5.5,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
オーロラウンダー,32,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AA%E3%83%BC%E3%83%AD%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%80%E3%83%BC,フィールド,雪虫の洞くつ,三つ目の広間から最奥部までにシンボル多数。2～3匹構成。拠点も近く、おすすめ。,4.2,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
カイザードラゴン,42,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AB%E3%82%A4%E3%82%B6%E3%83%BC%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3,フィールド,煉獄の谷,上層部のF-5やG-5のようなちょっと広いところに1シンボルずつあり。キングリザードも近くにいることが多い。大体90秒くらいで次が湧く。,3.1,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
カナリアーノ,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AB%E3%83%8A%E3%83%AA%E3%82%A2%E3%83%BC%E3%83%8E,フィールド,マデ神殿,屋上に生息。1～3匹構成。 シンボルが2つのみで1分沸きと数を稼ぎにくいが、現状ここにしか存在しない。,7.3,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
カバリアー,25,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AB%E3%83%90%E3%83%AA%E3%82%A2%E3%83%BC,フィールド,偽りのロヴォス高地,東部のゼドラ洞にいくつり橋のところに数シンボル。1匹固定だが湧きが早く、かつ密集しているためリンクさせやすい。,2.0,normal,2,,,False,,False,selected_clean_note_without_recommend_keyword
カメレオンマン,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AB%E3%83%A1%E3%83%AC%E3%82%AA%E3%83%B3%E3%83%9E%E3%83%B3,フィールド,自然遺産保護区,あちこちのトンネル内にいる。袋小路と別エリアにつながるトンネル以外には大体いると考えていい。1～2匹構成。,4.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
カラポッポ,40,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AB%E3%83%A9%E3%83%9D%E3%83%83%E3%83%9D,フィールド,豊穣の密林,生誕の花園から命脈への神殿の道のりに広く生息。2匹構成。C6高台にもいるがここはシンボル少なめ。,6.0,normal,2,,,False,,False,selected_clean_note_without_recommend_keyword
カーディナルナイト,36,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AB%E3%83%BC%E3%83%87%E3%82%A3%E3%83%8A%E3%83%AB%E3%83%8A%E3%82%A4%E3%83%88,フィールド,氷晶の聖塔,苗木の層F-7に数シンボル。湧きは早く、2～3匹構成。若木の層の下層部ではデスマーキュリーがくっつくこともある。,3.2,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
ガチャコッコ,5,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%81%E3%83%A3%E3%82%B3%E3%83%83%E3%82%B3,フィールド,ゲルト海峡,No.062(魔法使職1話)クエ対象。 南側のたいまつ周辺に丸まっている。1匹構成。北側のハンターフライにもつく。,5.4,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
ガチャコッコ・祖,43,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%81%E3%83%A3%E3%82%B3%E3%83%83%E3%82%B3%E3%83%BB%E7%A5%96,フィールド,創失のガナン帝国領,北～北東エリアに生息。 ガナン城北では2～3匹構成でメカジラフにもつく。 北東の崩れた橋の先では2匹構成が少量おりキラーマシン・祖にもつく。 北東の湖周辺では3匹構成。,7.5,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
ガニメデス,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%8B%E3%83%A1%E3%83%87%E3%82%B9,フィールド,儀礼場への洞くつ,地上1階に2シンボル。入り口から非常に近く、3～4匹構成・即湧きでおすすめ。 地下1階南の部屋では蒼炎の使徒との混成3～4匹構成。 地下3階の部屋部分でも同じく蒼炎の使徒との混成3～4匹構成。 地下3階通路では1～2匹構成。,7.4,normal,3～4,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ガニラス,18,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%8B%E3%83%A9%E3%82%B9,フィールド,偽りのセレドット山道,北部の洞窟の滝の流れている部分に出現する。1匹固定だがシンボルの間隔は結構狭く湧きも速いためオススメ。,2.0,normal,1～3,,オススメ,True,,False,selected_clean_note_with_recommend_keyword
ガネーシャエビル,33,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%8D%E3%83%BC%E3%82%B7%E3%83%A3%E3%82%A8%E3%83%93%E3%83%AB,フィールド,真のアラハギーロ地方,No.321(真アラハギーロ2話)クエ対象。 南部の湖面上に分布。シンボルはまばらで1匹湧き。なぜかE-4にも1シンボルいたりする。,2.3,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
ガメゴン,33,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%A1%E3%82%B4%E3%83%B3,フィールド,未完のモンセロ温泉峡,南の川以南に生息。1匹構成。D-5西の高台が出現範囲が狭く狩りやすい。,5.2,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
ガメゴンレジェンド,57,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%A1%E3%82%B4%E3%83%B3%E3%83%AC%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%89,フィールド,赤熱の荒野,エジャルナの東門を出てすぐにガメゴンロードのシンボルがいる。アペカの村周辺や南東部にも複数のシンボルあり。エジャルナ近くがシンボル密集しており、一番おすすめ。クエストで取り合っていたが、さすがに人は落ち着いた。,3.4,normal,2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ガメゴンロード,42,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%A1%E3%82%B4%E3%83%B3%E3%83%AD%E3%83%BC%E3%83%89,フィールド,ナドラガンドの混沌,南部中央の低地に生息。2～3匹構成。見通しが悪くたまに草むらのドラグノワールにぶつかってしまうのが難点。,6.4,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
ガルバ,18,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%AB%E3%83%90,フィールド,浜辺の洞くつ,おすすめ。近い上にシンボルが多い。かつては経験値稼ぎやBOTでにぎわっていたが、現在はほとんどの人が移ったので気楽に狩れる。,3.0,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ガルバ・強,44,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%AB%E3%83%90%E3%83%BB%E5%BC%B7,フィールド,滅星の深淵,終末の径や寂滅の道に生息。1～2匹でゴルバ・強と互いに混成する。近くのヘルカッチャ・強やシャイニング・強についてくることもあり、寂滅の道西部ではこれらがお供になることもある。,5.5後,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
ガーゴイル,19,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AC%E3%83%BC%E3%82%B4%E3%82%A4%E3%83%AB,フィールド,偽リンジャハル海岸,海岸遺跡を除く、非強敵エリア全域にいる。1～2匹構成。数は申し分ない。同域にウイングタイガーもいるため絡まれるLvだとうっとおしい。,4.1,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
キマイラロード,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%9E%E3%82%A4%E3%83%A9%E3%83%AD%E3%83%BC%E3%83%89,フィールド,偽りのゼドラ洞,おすすめ。出現場所は袋小路の広い部分などと限られているが、1分ほどで次のシンボルが出現する。近くのリビングスタチューと並行してもいい。,2.0,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
キメラ,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A1%E3%83%A9,フィールド,ランドンフット,北部～東部の街道沿いや忘れられた書庫付近に生息。前者は1～2匹、後者は1～3匹構成でランドンクイナと互いに混成する。,5.4,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
キメラ・強,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A1%E3%83%A9%E3%83%BB%E5%BC%B7,フィールド,ゲルヘナ幻野,ジャリムバハ砂漠の関所付近にシンボルが少数。2～3匹構成で、周辺のいっかくウサギ・強に混成する。,5.0,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
キメラ・祖,44,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A1%E3%83%A9%E3%83%BB%E7%A5%96,フィールド,雨の島,本島の西側を除く全域に生息。2～3匹構成。,7.5,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
キャタピラー,3,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A3%E3%82%BF%E3%83%94%E3%83%A9%E3%83%BC,フィールド,サザミレ草原,青のほこらからポルネア山への道にかけて生息するが、わざわざここで狩らなくてもモガリムでいいだろう。,2.3,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
キャタピラー・強,29,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A3%E3%82%BF%E3%83%94%E3%83%A9%E3%83%BC%E3%83%BB%E5%BC%B7,フィールド,ガウシア樹海,南部の東側とトポルの村西部にシンボル。F-5あたりにシンボル多め。南部では2～4匹構成でモーモン・強と互いに混成するほか、近くのまかいじゅうにもつく。村西部では2～5匹構成。,5.5,normal,2～4,,,False,,False,selected_clean_note_without_recommend_keyword
キャットバット,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88%E3%83%90%E3%83%83%E3%83%88,フィールド,カルデア洞穴,奥の遺跡部分に生息。1～3匹構成でアイアンクックやメーダロードがくっつく。両方くっつくことも。最初の部屋はあまりシンボルが涸れない。,5.4,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
キャットフライ,8,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88%E3%83%95%E3%83%A9%E3%82%A4,フィールド,猫島,地域限定モンスター。 EF-5の池の岸から南に分布。1～3匹構成でベンガルクーンと相互に混成する。転生を狙えばベンガルクーンも勝手に終わる。,4.5,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
キャプテンドラゴ,56,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A3%E3%83%97%E3%83%86%E3%83%B3%E3%83%89%E3%83%A9%E3%82%B4,フィールド,ポポリアきのこ山,ファンキーのシンボルは多くやりやすい。入り口付近は狩られていることが多く、北東部にたまっていること多め。,3.1,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
キョンシーゴースト,52,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A7%E3%83%B3%E3%82%B7%E3%83%BC%E3%82%B4%E3%83%BC%E3%82%B9%E3%83%88,フィールド,けがれの谷,地域限定モンスター。,5.2,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
キラーアーマー,34,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%A2%E3%83%BC%E3%83%9E%E3%83%BC,フィールド,オルセコ王国領,D-8以東～オルセコ王家の墓以東～E-4以南にかけて広く出現。1～2体構成でベホマスライムが1～3匹ほぼ確実にお供につく。,4.2,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
キラーアーマー・祖,47,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%A2%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%BB%E7%A5%96,フィールド,創失のガナン帝国領,西エリアに生息。 南西の湖周辺や西端の高台では1匹にかげのきし・祖が2匹までつく。 滝を境に北西の高台では3匹構成。,7.5,normal,3,,,False,,False,selected_clean_note_without_recommend_keyword
キラークラブ,14,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%96,フィールド,詩歌の遺跡,真実の間の近くが湧きポイントが近くて楽だったが、業者の楽園である。ドラゴンゾンビ巡回でずいぶん数は減ったようだ。,2.4,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
キラークリムゾン,51,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%AF%E3%83%AA%E3%83%A0%E3%82%BE%E3%83%B3,フィールド,烈火の渓谷,マティルの村東に1シンボル。通りすがりの冒険者を虐殺している。ちなみに一分湧き。,3.1,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
キラーシーカー,51,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%B7%E3%83%BC%E3%82%AB%E3%83%BC,フィールド,三闘士の憤怒,サブクエで開通する砂漠エリア北東にたくさんいるのでおすすめ。砂漠F-5のほら穴に1匹、原野エリア北部にも3匹いるが、前者は湧き待ちが1分ほどかかり、後者は段差が多く探しにくい。どこも1匹構成。,6.1,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
キラージャック,19,https://dq100buster.wiki.fc2.com/wiki/%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AF,フィールド,偽メルサンディ穀倉帯,おすすめ。こもれびの広場前とメルン水車郷前にいる。1～2匹構成。こもれびの広場前の方が密度が高い。,2.0,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
