id,name,name_en,color,effect,created_at,updated_at
213,やいばのぼうぎょの極意,,光,【やいばのぼうぎょ】中、さらに割合で被ダメージ軽減,"2026-03-12 05:56:27","2026-03-12 05:56:27"
214,におうだちの極意,,光,【におうだち】中、さらに固定値で被ダメージ軽減,"2026-03-12 05:56:27","2026-03-12 05:56:27"
215,果てなきヘヴィチャージ,,光,【ヘヴィチャージ】による【おもさ増加】の効果時間延長（【不動のかまえ】等他の手段による重さアップには適用されない）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
216,大ぼうぎょの極意,,光,【大ぼうぎょ】中、さらに割合で被ダメージ軽減,"2026-03-12 05:56:27","2026-03-12 05:56:27"
217,グランドネビュラの極意,,光,【グランドネビュラ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
218,果てなき鉄壁の進軍,,光,【鉄壁の進軍】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
219,魔法戦士の閃き,,光,魔法戦士である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
220,マジックルーレットの戦域,,光,【マジックルーレット】の範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
221,エナジーフォールの極意,,光,【エナジーフォール】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
222,ファイアフォースの護り,,光,自分に【ファイアフォース】がかかっているとき炎耐性上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
223,アイスフォースの護り,,光,自分に【アイスフォース】がかかっているとき氷耐性上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
224,ストームフォースの護り,,光,自分に【ストームフォース】がかかっているとき風・雷耐性上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
225,ダークフォースの護り,,光,自分に【ダークフォース】がかかっているとき闇・土耐性上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
226,ライトフォースの護り,,光,自分に【ライトフォース】がかかっているとき光耐性上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
227,フォースブレイクの極意,,光,【フォースブレイク】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
228,フォースブレイクの技巧,,光,フォースブレイクの成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
229,レンジャーの閃き,,光,レンジャーである間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
230,アヌビスアタックの極意,,光,【アヌビスアタック】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
231,てなづけるの技巧,,光,【てなづける】の成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
232,メタルトラップの技巧,,光,【メタルトラップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
233,まもりのきりの戦域,,光,【まもりのきり】の範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
234,オオカミアタックの極意,,光,【オオカミアタック】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
235,あんこくのきりの技巧,,光,【あんこくのきり】の成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
236,フェンリルアタックの極意,,光,【フェンリルアタック】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
237,紅蓮蝶のきりの戦域,,光,【紅蓮蝶のきり】の範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
238,賢者の閃き,,光,賢者である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
239,果てなき神の息吹,,光,【神の息吹】による詠唱時間短縮の効果時間延長（Ver.5.1まではLv1につき3秒）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
240,いやしの雨の瞬き,,光,【いやしの雨】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
241,魔導の書の技巧,,光,【魔導の書】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
242,スーパースターの閃き,,光,スーパースターである間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
243,果てなきモンスターゾーン,,光,【モンスターゾーン】によって敵をシビれさせる効果時間を延長（Ver.5.1まではLv1につき1秒）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
244,果てなき銀幕の世界,,光,【銀幕の世界】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
245,サインぜめの極意,,光,【サインぜめ】のダメージ上昇（Ver.3.0前期まではLv1につき10%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
246,スキャンダルの技巧,,光,【スキャンダル】の成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
247,メイクアップの瞬き,,光,【メイクアップ】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
248,プレシャスレインの極意,,光,【プレシャスレイン】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
249,まもの使いの閃き,,光,まもの使いである間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
250,流星爪牙の極意,,光,【流星爪牙】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
251,果てなきビーストモード,,光,【ビーストモード】による行動間隔0化の効果時間延長（Ver.5.1まではLv1につき1秒）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
252,ブレスクラッシュの極意,,光,【ブレスクラッシュ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
253,ブレスクラッシュの技巧,,光,ブレスクラッシュの成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
254,スキルクラッシュの極意,,光,【スキルクラッシュ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
255,スキルクラッシュの技巧,,光,スキルクラッシュの成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
256,果てなきウォークライ,,光,【ウォークライ】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
257,ビーストファングの極意,,光,【ビーストファング】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
258,どうぐ使いの閃き,,光,どうぐ使いである間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
259,アブソリュートレイの極意,,光,【アブソリュートレイ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
260,果てなきどうぐ倍化術,,光,【どうぐ倍化術】【どうぐ最適術】によるアイテム効果アップの効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
261,磁界シールドの瞬き,,光,【磁界シールド】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
262,果てなきどうぐ範囲化術,,光,【どうぐ範囲化術】【どうぐ最適術】によるアイテム範囲化の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
263,メディカルデバイスの瞬き,,光,【メディカルデバイス】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
264,プラズマリムーバーの瞬き,,光,【プラズマリムーバー】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
265,プラズマリムーバーの戦域,,光,プラズマリムーバーの範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
266,バイキルエンハンスの瞬き,,光,【バイキルエンハンス】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
267,踊り子の閃き,,光,踊り子である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
268,もうどくブルースの瞬き,,光,【もうどくブルース】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
269,会心まいしんラップの瞬き,,光,【会心まいしんラップ】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
270,祈りのゴスペルの瞬き,,光,【祈りのゴスペル】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
271,覚醒のアリアの瞬き,,光,【覚醒のアリア】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
272,よみがえり節の瞬き,,光,【よみがえり節】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
273,魔力のバラードの瞬き,,光,【魔力のバラード】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
274,回復のララバイの瞬き,,光,【回復のララバイ】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
275,ふういんのダンスの技巧,,光,【ふういんのダンス】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
276,こんらんのダンスの技巧,,光,【こんらんのダンス】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
277,ねむりのダンスの技巧,,光,【ねむりのダンス】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
278,ドラゴンステップの技巧,,光,【ドラゴンステップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
279,ビーナスステップの技巧,,光,【ビーナスステップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
280,ロイヤルステップの技巧,,光,【ロイヤルステップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
281,つるぎの舞の極意,,光,【つるぎの舞】のダメージ上昇（Ver.5.1まではLv1につき3%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
282,戦鬼の乱れ舞の瞬き,,光,【戦鬼の乱れ舞】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
283,占い師の閃き,,光,占い師である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
284,果てなき魅惑の水晶球,,光,【魅惑の水晶球】【占技・天輪殺】によるタロット強化効果の効果時間延長（Ver.5.1まではLv1につき2秒）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
285,果てなきワイルドカード,,光,【ワイルドカード】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
286,正義のタロットの極意,,光,【正義のタロット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
287,戦車のタロットの極意,,光,【戦車のタロット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
288,罪人のタロットの極意,,光,【罪人のタロット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
289,隠者のタロットの極意,,光,【隠者のタロット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
290,死神のタロットの極意,,光,【死神のタロット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
291,塔のタロットの極意,,光,【塔のタロット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
292,魅惑の水晶球の瞬き,,光,魅惑の水晶球の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
293,復活の魅惑の水晶球,,光,復活時魅惑の水晶球発動,"2026-03-12 05:56:27","2026-03-12 05:56:27"
294,始まりの魅惑の水晶球,,光,開戦時魅惑の水晶球発動,"2026-03-12 05:56:27","2026-03-12 05:56:27"
295,天地雷鳴士の閃き,,光,天地雷鳴士である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
296,シュジャク召喚の極意,,光,【シュジャク召喚】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
297,ひばしらの極意,,光,【ひばしら】のダメージ上昇（Ver.4.0まではLv1につき1%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
298,じわれの極意,,光,【じわれ】のダメージ上昇（Ver.4.0まではLv1につき1%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
299,いなずまの極意,,光,【いなずま】のダメージ上昇（Ver.4.0まではLv1につき1%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
300,めいどうふうまの極意,,光,【めいどうふうま】のダメージ上昇（Ver.4.0まではLv1につき1%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
301,マグマの極意,,光,【マグマ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
302,水神のたつまきの極意,,光,【水神のたつまき】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
303,れんごく火炎の極意,,光,【れんごく火炎】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
304,しんくう竜巻の極意,,光,【しんくう竜巻】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
305,遊び人の閃き,,光,遊び人である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
306,びっくりルーレットの極意,,光,【びっくりルーレット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
307,きまぐれの技巧,,光,【きまぐれ】の発動率上昇（Ver.5.1まではLv1につき1%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
308,なめまわしの技巧,,光,【なめまわし】の成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
309,ぱふぱふの技巧,,光,【ぱふぱふ】の成功率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
310,果てなきほんきであそぶ,,光,【ほんきであそぶ】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
311,ひゃくれつなめの技巧,,光,【ひゃくれつなめ】の成功率上昇（Ver.5.1まではLv1につき1%）,"2026-03-12 05:56:27","2026-03-12 05:56:27"
312,まねまねの極意,,光,【まねまね】の反射ダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
313,デスマスターの閃き,,光,デスマスターである間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
314,呪詛の極意,,光,【呪詛】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
315,デスサイズの極意,,光,【デスサイズ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
316,大呪詛の極意,,光,【大呪詛】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
317,魔剣士の閃き,,光,魔剣士である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
318,果てなき錬魔の秘法,,光,【錬魔の秘法】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
319,果てなき闇のヴェール,,光,【闇のヴェール】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
320,邪炎波の極意,,光,【邪炎波】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
321,暗黒連撃の極意,,光,【暗黒連撃】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
322,ダークマターの極意,,光,【ダークマター】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
323,煉獄魔斬の極意,,光,【煉獄魔斬】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
324,黒炎帝の斬撃の極意,,光,【黒炎帝の斬撃】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
325,海賊の閃き,,光,海賊である間、必殺チャージ率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
326,タル投げの極意,,光,【タル投げ】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
327,しびれ弾ショットの極意,,光,【しびれ弾ショット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
328,火炎弾ショットの極意,,光,【火炎弾ショット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
329,錨ぶんまわしの極意,,光,【錨ぶんまわし】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
330,散弾ショットの極意,,光,【散弾ショット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
331,スタン弾ショットの極意,,光,【スタン弾ショット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
332,恐怖弾ショットの極意,,光,【恐怖弾ショット】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
333,ガーディアンの閃き,,光,ガーディアンである間、ゾーン突入率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
334,プラーナソードの極意,,光,【プラーナソード】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
335,ブラスターフィストの極意,,光,【ブラスターフィスト】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
336,天光連斬の極意,,光,【天光連斬】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
337,果てなきブーストオーラ,,光,【ブーストオーラ】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
338,ディバインピルムの極意,,光,【ディバインピルム】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
339,竜術士の閃き,,光,竜術士である間、ゾーン突入率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
340,マッドブレスの極意,,光,【マッドブレス】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
341,火球ブレスの極意,,光,【火球ブレス】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
342,エレメントブーストの瞬き,,光,【エレメントブースト】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
343,果てなき竜の脈動,,光,【竜の脈動】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
344,隠者の閃き,,光,隠者である間、ゾーン突入率上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
345,スピリットブラストの極意,,光,【スピリットブラスト】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
346,雷鳴双牙の極意,,光,【雷鳴双牙】のダメージ上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
347,果てなき精霊降臨,,光,【精霊降臨】の効果時間延長,"2026-03-12 05:56:27","2026-03-12 05:56:27"
348,精霊の鼓動の瞬き,,光,【精霊の鼓動】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
349,精霊獣の祝福の瞬き,,光,【精霊獣の祝福】の発動速度上昇,"2026-03-12 05:56:27","2026-03-12 05:56:27"
350,ヒーリングドリームの戦域,,光,【ヒーリングドリーム】の範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
351,トライアミュレットの戦域,,光,【トライアミュレット】の範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
352,デュアルプロテクトの戦域,,光,【デュアルプロテクト】の範囲拡大,"2026-03-12 05:56:27","2026-03-12 05:56:27"
353,かえん斬りの極意,,闇,【かえん斬り】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,"2026-03-12 05:56:29","2026-03-12 05:56:29"
354,ドラゴン斬りの極意,,闇,【ドラゴン斬り】のドラゴン系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,"2026-03-12 05:56:29","2026-03-12 05:56:29"
355,ミラクルソードの極意,,闇,【ミラクルソード】のダメージと回復量上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
356,はやぶさ斬りの極意,,闇,【はやぶさ斬り】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
357,ギガスラッシュの極意,,闇,【ギガスラッシュ】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
358,ギガスラッシュの真髄,,闇,【ギガスラッシュ】のテンションアップ時ダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
359,超はやぶさ斬りの極意,,闇,【超はやぶさ斬り】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
360,ギガブレイクの極意,,闇,【ギガブレイク】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
361,ギガブレイクの真髄,,闇,【ギガブレイク】のテンションアップ時ダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
362,不死鳥天舞の極意,,闇,【不死鳥天舞】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
363,アルテマソードの極意,,闇,【アルテマソード】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
364,果てなきブレードガード,,闇,【ブレードガード】の効果時間延長（Ver.5.1まではLv1につき3秒）,"2026-03-12 05:56:29","2026-03-12 05:56:29"
365,ドラゴンスラッシュの極意,,闇,【ドラゴンスラッシュ】のドラゴン系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,"2026-03-12 05:56:29","2026-03-12 05:56:29"
366,ぶんまわしの極意,,闇,【ぶんまわし】のダメージ上昇（Ver.5.1まではLv1につき8%）,"2026-03-12 05:56:29","2026-03-12 05:56:29"
367,ぶんまわしの真髄,,闇,【ぶんまわし】のテンションアップ時ダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
368,フリーズブレードの極意,,闇,【フリーズブレード】のダメージ上昇,"2026-03-12 05:56:29","2026-03-12 05:56:29"
369,渾身斬り系の極意,,闇,【渾身斬り】【渾身斬り・改】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
370,ブレイブスラッシュの極意,,闇,【ブレイブスラッシュ】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
371,ビッグバンの極意,,闇,【ビッグバン】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
372,全身全霊斬り系の極意,,闇,【全身全霊斬り】【全身全霊斬り・改】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
373,全身全霊斬り系の真髄,,闇,全身全霊斬り、全身全霊斬り・改のテンションアップ時ダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
374,プラズマブレードの極意,,闇,【プラズマブレード】のダメージ上昇（Ver.5.1まではLv1につき8%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
375,大旋風斬りの極意,,闇,【大旋風斬り】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
376,キラーブーンの極意,,闇,【キラーブーン】の虫系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
377,スリープダガーの極意,,闇,【スリープダガー】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
378,スリープダガーの技巧,,闇,スリープダガーの成功率上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
379,ヒュプノスハントの極意,,闇,【ヒュプノスハント】の眠り・混乱中の敵へのダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
380,ヴァイパーファングの極意,,闇,【ヴァイパーファング】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
381,ヴァイパーファングの技巧,,闇,ヴァイパーファングの成功率上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
382,タナトスハント系の極意,,闇,【タナトスハント】【タナトスハント・改】の毒・マヒ中の敵へのダメージ上昇（Ver.5.1まではLv1につき3%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
383,タナトスハント系の真髄,,闇,タナトスハント、タナトスハント・改のテンションアップ時ダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
384,カオスエッジの極意,,闇,【カオスエッジ】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
385,ナイトメアファングの極意,,闇,【ナイトメアファング】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
386,オネロスハントの極意,,闇,【オネロスハント】の休み中の敵へのダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
387,ネメシスエッジの極意,,闇,【ネメシスエッジ】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
388,ネメシスエッジの真髄,,闇,【ネメシスエッジ】のテンションアップ時ダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
389,果てなきマジステッキ,,闇,【マジステッキ】の効果時間延長（Ver.5.1まではLv1につき3秒）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
390,デビルンチャームの極意,,闇,【デビルンチャーム】のあくま系へのダメージ（上段）と魅了成功率（下段）上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
391,パニパニハニーの技巧,,闇,【パニパニハニー】の成功率上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
392,ディバインステッキの技巧,,闇,【ディバインステッキ】の成功率上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
393,ホップスティックの戦域,,闇,【ホップスティック】の範囲拡大,"2026-03-12 05:56:30","2026-03-12 05:56:30"
394,スピリットゾーンの戦域,,闇,【スピリットゾーン】の範囲拡大,"2026-03-12 05:56:30","2026-03-12 05:56:30"
395,悪魔ばらいの極意,,闇,【悪魔ばらい】のあくま系へのダメージ（上段）とマヒ成功率（下段）上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
396,果てなき早詠みの杖,,闇,発生手段を問わず、自分にかかる【詠唱時間短縮】の効果時間を延長（両手杖装備時のみ有効）（Ver.5.1まではLv1につき2秒）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
397,しゅくふくの杖の奇跡,,闇,【しゅくふくの杖】の回復量上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
398,果てなき活命の杖,,闇,【活命の杖】の効果時間延長,"2026-03-12 05:56:30","2026-03-12 05:56:30"
399,霊脈魔法陣の戦域,,闇,【霊脈魔法陣】の射程距離延長,"2026-03-12 05:56:30","2026-03-12 05:56:30"
400,けもの突きの極意,,闇,【けもの突き】のけもの系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
401,雷鳴突きの極意,,闇,【雷鳴突き】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
402,一閃突き系の極意,,闇,【一閃突き】【一閃突き・改】の会心率上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
403,狼牙突きの極意,,闇,【狼牙突き】のダメージ上昇（Ver.5.1まではLv1につき3%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
404,狼牙突きの真髄,,闇,狼牙突きのテンションアップ時ダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
405,さみだれ突き系の極意,,闇,【さみだれ突き】【さみだれ突き・零】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
406,ジゴスパークの極意,,闇,【ジゴスパーク】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
407,ジゴスパークの真髄,,闇,ジゴスパークのテンションアップ時ダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
408,武神の護法の極意,,闇,【武神の護法】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
409,武神の護法の技巧,,闇,武神の護法の成功率上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
410,超さみだれ突きの極意,,闇,【超さみだれ突き】のダメージ上昇,"2026-03-12 05:56:30","2026-03-12 05:56:30"
411,たいぼく斬の極意,,闇,【たいぼく斬】の植物系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
412,蒼天魔斬の極意,,闇,【蒼天魔斬】のダメージ上昇（Ver.5.1まではLv1につき3%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
413,かぶと割りの極意,,闇,【かぶと割り】のダメージ上昇（Ver.3.0前期まではLv1につき2%）,"2026-03-12 05:56:30","2026-03-12 05:56:30"
